index,review_id,review_comment_title,Primary Category,Secondary Category
86924,4b2c97412487b55fa03e2edf8a28b628,Aprovado ,Positive,Positive
86929,9f4ff6013e2a2d470be3a8025a44a40b,Super recomendo,Positive,Positive
86979,6155df780cacb659f2677bb4fc843ad0,recomendo,Positive,Positive
86998,b796b3504ee33429e790a39bb84c8f99,Tudo certo!,Positive,Positive
87010,940883016d9c7bf718dafcbbebfb7c61,insatisfeita,Missing Items,Missing Items
87034,00d7b772b12fc48c9bc9ec5c35c79fa8,Recomendo ,Positive,Positive
87050,de53eb3cc616b709552cb9adfd3b13d1,Ótima,Positive,Positive
87080,5d574915caeeca67bcc379ac8dd30882,EXCELENTE !!!,Positive,Positive
87093,412dab2438625acc668ddc84974688a7,SUPER RECOMENDO,Positive,Positive
87102,e7fe3d173ebcddbe66a24305ece0f0ff,Excelente Produto,Positive,Positive
87158,c2d3df6d830da3fa12eaf7afcf679ac2,recomendo,Positive,Positive
87196,b3684fa5018ae3bcc66fbed740991c76,Super indico,Positive,Positive
87220,ec46c6527c637e6b1688b3268dc425a9,lindo,Positive,Positive
87300,2a8c3fe0db63bdc68ec801d3ee07b1a2,muito bom,Positive,Positive
87328,446bf7cda75969e1462c0679338fd2ab,"Produto certo, no prazo.",Positive,Positive
87329,f405edb85b05856ce449b95423016295,Recomendo ,Positive,Positive
87445,c1b71fac499523deefebaf45957320d9,excelente,Positive,Positive
87529,b68cd703e708848f5311452762a896d0,Recomendo,Positive,Positive
87542,965860af5215c0cfadbefffa508af386,recomendo,Positive,Positive
87567,dc4744d42039931c560913a239cbcb73,Bom,Positive,Positive
87587,25e3e2137c14c28ed53275209a25dcba,recomendo,Positive,Positive
87607,505c7edbec091d4ffc6642381ea79e30,Recomendo,Positive,Positive
87637,c06d1ebcfa26da6b27fd6596fc036e59,1000,Positive,Positive
87708,1c1660c772e6294aaec0c2a0ffeeef04,Ótimo,Positive,Positive
87710,22269ec03837532df34cbd4cdeceeb20,Muito bim,Missing Items,Missing Items
87729,5764981dfe73a75c96262c24300b885c,super recomendo,Positive,Positive
87735,7c1f21dacab0f996d6ba1cb73d446157,super recomendado,Positive,Positive
87760,ff4cf944e5789058bc1b2f18e3a1c72e,Bom,Positive,Positive
87761,2176b47faf3a7b96f673d662ff776ed1,Ótimo ,Positive,Positive
87802,0c259f283788384a4ce64ec30e97fea3, 5 estrelas,Positive,Positive
87815,4b3cef43bab1762205a0244024741178,FALTOU ITENS NA ENTREGA,Missing Items,Missing Items
87818,78c3c141b747c44faf2a86d238e38858,Bom,Positive,Positive
87835,14c3dacba0817e8565029701ff4ed917,qualidade ruim do produto,Wrong Item,Wrong Item
87838,ec1d0a9273c75979a9032201eb976863,Boa,Positive,Positive
87858,d61e450d84238f50b01b61f054454183,Agilidade,Positive,Positive
87859,960a1ad96fd144fd5bf08ceea2201f46,muito boa,Positive,Positive
87901,cac107d047c39cc98472908733694e8f,Produto entregue antes ,Delivery,Delivery
87954,e61d194b25e559cd516143df02ce1d02,Ótimo ,Positive,Positive
88002,01941e2bd96ab5524a6f8ef6032cfeee,Produto excelente!!!,Positive,Positive
88056,19a0f80f64fbe3cd600d999c0b880f57,Super recomendo,Positive,Positive
88067,98413c93318a859b9ed791ffef19dfc6,recomend 02-667550502 de ,Positive,Positive
88077,77a21ceed057deb1212a383310e4677f,Excelência ,Positive,Positive
88099,afa18c06eaa91383cf1b07f387c1e253,ótima ,Positive,Positive
88174,8e91f6c9db03de80cf20cc4ed9ea7d54,Otimo,Positive,Positive
88191,679f7df6541135051132a1cfc2a72572,Ótima ,Positive,Positive
88251,557cd6dd6418f0537fe8bc50b41b7c80,super recomendado,Positive,Positive
88284,e52edb26d1c23ede84c3d7e65432c4b9,Muito boa,Positive,Positive
88336,3095c553103a4d0c91b5ffcaa9a3bbd4,9,Positive,Positive
88390,5d087adf21e1a92b497e59b710e21e85,bom,Deffect,Deffect
88408,736bffab0460addcd93757327e542549,Ótima,Positive,Positive
88436,4b54fe8239220c1996dde30333075b0b,recomendo,Positive,Positive
88498,95c44204c0b490257d1c34cfdc6e1cd9,Muito bom,Positive,Positive
88644,4e8eb6d9f7a18793260a102b5c246c76,Boa,Positive,Positive
88673,33ace47e226f256e187b8c3e7dd90127,BOA,Positive,Positive
88770,66224b5ecf49d5b7e54367988c2ee2ab,recomendo,Positive,Positive
88780,4e9f78b1d9ff5c2c9bea1b1a1eb1df02,recomendo,Positive,Positive
88789,5d82eff7a3df7d5aaaed3f3344bb3bfe,Excelente,Positive,Positive
88804,6ba6ebfa51c35082264cea0cc41b6816,Super recomendo,Positive,Positive
88805,abad27856efa9e0a834fdb925331c55f,Muito bom,Positive,Positive
88816,8230ae975b73c78f485dd446c6d1ead3,Otimo,Positive,Positive
88999,f4eae109c63a3e6d5f4ea7b4395a1b76,recomendo 14/7/2018,Positive,Positive
89086,2d2d0dc1b097075491bd4efaccb6cb0d,bom,Deffect,Deffect
89100,f1573faf0d44fe13db3b7198bbf4941a,Excelente ,Positive,Positive
89106,1285aca8c77bf2b452d783a07fd99306,Super recomendo,Positive,Positive
89107,3f6b8f58a9a17946f331459274086bb4,super recomendado,Positive,Positive
89159,f04ac77a32a15566b6cd5062e1c27f1f,Muito boa,Positive,Positive
89174,ec97e08ec25e2fee2b1ca66b0903f31f,Super recomendo,Positive,Positive
89181,5530552ac3129584479a083a3cce4956,Recomendo ,Positive,Positive
89237,4e68924132658321fb47dfd752f83699,Recebi o produto!,Positive,Positive
89274,f0a2097daeeb80d61891e667094385a3,Boa,Positive,Positive
89311,027011a097af2b7cbd1de0a5d23a98f9,Ótima ,Positive,Positive
89341,9744b63a4f169823e80cfbc50d0e1346,Recomendo,Positive,Positive
89388,8fbe54506cfa06d2a2fb9ca7089574c3,recomendo o produto,Positive,Positive
89403,dd4bee7e37e6bee53befe927431cc32d,Pontualidade excelente ,Positive,Positive
89408,91232d3c6a19b14b1cff411c64e4bc88,Ótimo,Positive,Positive
89451,de6c1e67d8c8e4c795f9b4bb3cb47019,muito boa a loja,Positive,Positive
89452,4dbd4a4957c3451e83db545a8db01fef,Chegou antes do prazo!!!,Delivery,Delivery
89471,badf5737082b8167958fa3a98937bb74,Ótimo,Positive,Positive
89576,4fbe5b7fa603dd1c5fa8fe479f864bf5,Ótima ,Positive,Positive
89642,8965f7ba4479a0287d67738883579acb,Super recomendo,Positive,Positive
89659,da22cc8c90330e809ab7d410fdef7472,Muito bom,Positive,Positive
89672,2d30f3b57379c67fcf2756b455c82468,Boa ,Positive,Positive
89728,eaae4310fd5ca57bd1186fd8edcbad25,Muito bom ,Positive,Positive
89817,09772923517858bed16e773c32ea14e5,Nãoque eu não recomende s,Positive,Positive
89916,e468f7282e4ab57b6eef99d248f30250,Recomendo,Positive,Positive
89929,095e187f782ddc4f7c31c62e8d4f8d74,Eu recomendo ,Positive,Positive
89936,8b93ebd92d6bf1e0cc0270bb8904e831,Otima,Missing Items,Missing Items
90004,52c15fa1caf9d71bb7bf66b89a2773f2,Bom,Positive,Positive
90013,add1e5acda5773b4811c2fb755617127,produto não entregue,Missing Items,Missing Items
90020,bbc3cbfd9258b73da7e877ab97ef2596,Nota dez,Deffect,Deffect
90091,8ab1b2cbfb6e97aaac0aa35ee76df973,satisfatorio,Positive,Positive
90156,14b5ac36302000373dfc264e07f9aea0,Entrega recebida,Delivery,Delivery
90228,e680e6725e7642642e226160696b6a0c,10,Positive,Positive
90295,23959a2d5d6d910e426a59c592acb811,Excelente,Positive,Positive
90339,b1ac3807c5f1a202334cd3e1e795a2c8,Otimo vendedor.,Positive,Positive
90375,04d497fccea512965378c03d67cb6460,ótimo lugar pra comprar,Positive,Positive
90396,ce43492ca4430b3c9ef48ed376c5f83f,Amei ,Positive,Positive
90429,635ad3a50e83816d7b7921b33ae7a6e8,Boa,Positive,Positive
90547,88e21bc61092063208deb5964cb4189f,boa,Positive,Positive
90549,90b12655d7ece8706502368fe622b3a4,TOP,Positive,Positive
90611,b97955946003a3e76e5a6bb4a34b63dc,Super recomendo s,Positive,Positive
90709,692cbf724b58d7294d2172ae5bf13e4c,"ok, muito profissional",Positive,Positive
90757,1e24c486cc63ed0d0240a6fdaa9788ff,Bom,Positive,Positive
90768,ae02944324cac012e5cc5782cd20071c,"Sim, recomendo.",Positive,Positive
90798,ca327bab91660a73755cca148cd9611d,Muito bom ,Positive,Positive
90846,8d5d611e399aa397bc78104397c1266d,ótima,Positive,Positive
90873,d71d9f67138ec03bfc0a7e6ccfd6046c,Muito bom,Positive,Positive
90891,035ed6ddc1959b530d55a5f88a5f28e0,super recomendo,Positive,Positive
90921,f18cb3fafa998605fd318f4774511367,Excelente ,Positive,Positive
90963,2ff6d818c9fc0832abb92c1c89256dd6,Super ,Positive,Positive
90965,8e7e294ade7d80ef8c69d57db9180942,MUITO BOM,Deffect,Deffect
90973,9c82821b9e30cf4a1884d9261ea5b63e,Ótimo ,Positive,Positive
90980,c4817e93d554be391f68dbe47137d41d,Muito satisfeita,Positive,Positive
90983,6b110af70370f7a6b30fb46a0c9efba5,Ótimo produto ,Positive,Positive
91035,6562c69812262eadcd56a982973f2bd2,recomendado,Positive,Positive
91085,837f711fa3086f96a6ee7760882e0f85,Não ,Wrong Item,Wrong Item
91099,fb9572a1ab554ba6a0ef7ee0e4fb2907,Otimo,Positive,Positive
91105,c924187e79f18d9cb9288f568c5130a1,Excelente,Positive,Positive
91118,3fd11a8e8dc54e86564a2f7c32443b43,muito ruim,Deffect,Deffect
91142,61f2e54d282a1b9cbb317baf7395f2f2,recomendo,Positive,Positive
91280,bcd790bb49d466c157c571153d7e1b4e,Boa ,Positive,Positive
91318,1e1925c0d1c92a2c24f1245ce4dbb82e,M boa,Positive,Positive
91332,ca15703f012bdd62cf79226e36c8c06c,PERFEITO SUPER RECOMENDO,Positive,Positive
91333,d4bcde18de1a594de0af63efa3df42a8,Tudo beleza e rápido.,Positive,Positive
91408,8bd99100f18b4809de5a514b34345141,Bom muito bom,Positive,Positive
91419,588e2f17878cfec4de4be6075502fedb,Amei!,Positive,Positive
91431,0a2cc8dc7a5ae82067704d1574fb61a7,Produto veio com defeito,Wrong Item,Wrong Item
91454,e702ae4b2f279c7c4651bd41bf62f3dd,muito bom,Positive,Positive
91620,e06c059207dad93c6808dd69aad29217,Farinheiro ,Missing Items,Missing Items
91631,b6303221d9e34122568c546931d90b04,Ótimo produto,Positive,Positive
91660,2cba4bc6bc5853fbffd54f4164d9e1a6,Ótimo,Positive,Positive
91723,3ec00172fbdac20fb385122dfc49f942,Muito bom ,Positive,Positive
91760,83425bf65844afdbe0f5191af76eebac,Ótimo,Positive,Positive
91796,9977c0240fd1d902f2f9d989289216aa,recomendaria sim muito.,Positive,Positive
91893,6d7ddc2242558272c9ab052273f92f86,Responsabilidade,Positive,Positive
91904,06e733488f8ea8f7c5a64a9905c2ef3a,Bom produto!!!,Positive,Positive
91927,56ec24a188e43c2a25b8ab78d7cee8e4,Excelente ,Positive,Positive
91945,01b0f016bfa70d7b0d9bcdf999259703,Muito boa,Positive,Positive
92038,2d921efde1fa6c77ecec2d7be639d9d1,Muito bom ,Positive,Positive
92077,297fe4fe19a9098f8b914ee4cfdf50da,Ótimo,Positive,Positive
92106,ad510e99f58e93433eec6bb875c4495f,Ótimo ,Positive,Positive
92158,9d18ec35573c82109975467636371d4a,muito bom,Positive,Positive
92175,a513f163e82d1119b1c7c0019bc95547,Maravilindo,Missing Items,Missing Items
92189,61d4af830a5bd7e158a33844f9ea74cf,Recomendo muito bom,Positive,Positive
92332,6452ac3c8fe852889223443309f965fd,Muito bom,Positive,Positive
92340,67609f7082dfd754f8ed1808c80d6c48,Muito bom,Positive,Positive
92454,7df70c40bd7f9a683f4e96ee68b2d87c,excelente ,Positive,Positive
92550,d1e8b08aecedbdda48798a7e867a58ce,Entrega super rápida,Delivery,Delivery
92566,58923808fa97d6fd3c46c7a022c99edd,Muito bom o produto ,Positive,Positive
92579,dcdbd5aee41062f57e5f06f566331c3e,ótima,Positive,Positive
92703,288f60479ed49ab37746747dd1184cca,super recomendo,Positive,Positive
92708,f27101203473a969ab23eff9579f92d9,bom,Deffect,Deffect
92807,e9069b4c02c5793d6ff5f0c2db91080e,Ótimo ,Positive,Positive
92839,3c8367ab1bd0fcbd764c40a895303d5e,otima,Positive,Positive
92906,c1bef8835ddbc92b1c17f1844bcc141c,10,Positive,Positive
92978,53008ae325b9c3cf7317bd30f3162cfc,Muito bom,Positive,Positive
93020,774a35192491a545e5cfad3a5faca551,lindos produtos,Positive,Positive
93051,d7f4be0b311e6da380110fda5003bf38,Tudo certo,Positive,Positive
93126,352625bd46fa2c89589537ff4de43121,tudo perfeito,Positive,Positive
93130,b3db5382aee41742482ee830a9206152,Não recebido ainda,Missing Items,Missing Items
93230,ef8a02f0f61c66a17e30b2925d7518d0,RECOMENDADO,Positive,Positive
93236,c708ef8764f0498a0f3c4e3ab6fb9a56,Chegou certinho,Delivery,Delivery
93262,d04ee3fbd4d019d9a116c111de74e524,"Boa compra, recomendo!",Positive,Positive
93299,8d4e4fa55803d55eb056a3ad68024fc5,Totalmente satisfeita ,Positive,Positive
93355,2c8e069df7339fe3323e2893253e6ed5,Comprei e não recebi,Wrong Item,Wrong Item
93428,9d98dc46088ac99aa7fb5c17e231f984,Recomendada a Loja,Company,Company
93441,599cccaede231d7b12fcf4117382c2a1,bom,Deffect,Deffect
93502,a97b32ba40effc911f855580259d8b18,SUPER RECOMENDADA,Positive,Positive
93530,e67d9aa51c2d2422f205739a7052744e,Ótimo produto,Positive,Positive
93575,65ef56093e3392889c9a93a28fe29455,Tudo certo!👍,Positive,Positive
93615,76369228285e09c8d6834263489bc76c,otima,Positive,Positive
93638,fcc9975f072cd6168daa6dce74a1f633,Super recomendo,Positive,Positive
93668,ac786186bcf04ed07697c973c83212ff,*****,Positive,Positive
93681,d1a6454357ef5e0c5bb54b0660d3dc4f,RECOMENDO,Positive,Positive
93689,d036a33bf251ead185e91fb6f536f685,Cliente muito satisfeito,Positive,Positive
93699,85e8e91a3b94ed6a681ba929e92defe4,Boa ,Positive,Positive
93775,0de5afcfb89bbc4929292053e2950c15,Ótima,Positive,Positive
93830,c6ce4b400b8312da85fd4b4144deb5ff,Muito bom ,Positive,Positive
93845,d47b5015f29c77bc3a4fc1d0a41298dd,Recomendo,Positive,Positive
93852,01061427ffe39fae4d6a72e8e479bdb5,Sim recomendo a todos ,Positive,Positive
93880,b86bf1c2834fc2d3a3a9d8421a02f5e5,Bom,Positive,Positive
93912,c68fa5a1ea35d299926e827398988358,Excelente,Positive,Positive
93978,3b6fd877b1e270af4e2d4e902ef644e2,Não entrega,Deffect,Deffect
93981,f64963eeb94fbe90717c941e08827472,entrega,Delivery,Delivery
94018,50e10c50ac0969b32f3921cb929b6125,bom,Deffect,Deffect
94040,ae0b4a3c27dd00989c00a8b0748d1b0f,Muito bom ,Positive,Positive
94097,3a5a10d592a6e639cdb9330c9e6d2a87,3,Missing Items,Missing Items
94104,a519f63319afadd69a816ae5df86cbdf,Super recomendo!!!!,Positive,Positive
94121,4f83fb8a1b50ea54a4fbbd30389b1a9f,fraco,Deffect,Deffect
94142,85dbee0ada837d3bcd99c5fba7b6f062,Ótimo. ,Positive,Positive
94181,a09d236fe6739f2940a58603f77bcbe9,Excelente ,Positive,Positive
94199,945458bdef44f5995f06d4c88d9a399d,Bom produto!,Positive,Positive
94290,b03d0ad73f52544ae01da066d5315e91,ótimo ,Positive,Positive
94340,2f8c81e5463440f3e38017dc374e6ac1,Excelente,Positive,Positive
94395,7e9e01ec10eb3d0bcfdaaa49d3432ca7,Otimo,Positive,Positive
94413,7af8563706b183146a5f26e9364d20c5,Recomendo.,Positive,Positive
94418,90d076b745b3cbd6751be29af3dab7c9,super recomendo,Positive,Positive
94435,df09db6a61f2886ba8ef6b5c53d12a50,Telescopio,Missing Items,Missing Items
94442,4650b6c3cc59899f66a8f91c139058e3,muito bom,Positive,Positive
94479,654896b460ac6f755e6eb7f179b1a44e,Otimo,Positive,Positive
94496,fe364ba550f94535e5eea4a3f7fbd893,Perfeito!!!!!,Positive,Positive
94522,44c6cc76985408a13aac888baeae9a10,produto nao e original,Wrong Item,Wrong Item
94556,a3ad841edf07f4eb39eba316d88e9929,Regular,Positive,Positive
94576,4e148213dbb2e131b9af7508f2088720,Excelente ,Positive,Positive
94608,b43a563f503801f0ee0ada8dba21be8e,Muito bom!,Positive,Positive
94614,fd0784df27a5f48fbeb7c5b07f8686d9,Entrega super rápida!,Delivery,Delivery
94673,a347829ddd41c3ce237ce94a990e4d05,SUPEROU MINHAS EXPECTATIV,Positive,Positive
94688,702c934824a18de862e704ceb530be25,Mto bom,Deffect,Deffect
94725,98fc0420babf19baa0c1597b41e91364,Super recomendo,Positive,Positive
94730,b4a69f075397c86420fa96b68dec4aa3,Gostei do produto,Positive,Positive
94788,cb2b97b450043d731ac982e6c984fcdf,Entrega eficiente,Delivery,Delivery
94805,e86659b363325a648c8ffe5fd747c9d8,Bebê Reborn,Positive,Positive
94810,3b839dcb5f8d04162ae9d82f3ba4f95e,Boa,Positive,Positive
94811,db7c5ae0d81981caf2c89bab65c02321,Ótima,Positive,Positive
94818,d850105f64ea5476c43bacbbd85e8492,Muito bom,Positive,Positive
94909,5a3a591cd5a166ace22d10962e77917e,Excelente ,Positive,Positive
94934,b54d02f7f1520b3995f84b77ab0dacb3,Péssima meu produtdefeito,Deffect,Deffect
94984,7548eb73f33de2608a1985e65302320f,recomendo,Positive,Positive
94997,4d875f1a9f60066080d1b16db3c6fa01,Produto não chegou,Missing Items,Missing Items
95023,b029309d851f4cc2a4805ce6ee6bc102,Boa,Positive,Positive
95024,7489fbe309d85f797013d4860e30b37d,otimo,Positive,Positive
95037,339c3465ad31150e947d7185b54396e5,Tudo certo!,Positive,Positive
95136,05c6eba07969cbf623b0b68e59c892d2,Bom,Positive,Positive
95141,847c86a244345298a1db3b44289e5edd,Otimo,Positive,Positive
95202,6502d759cf274de15330b307af0e0125,Lindo,Positive,Positive
95204,d54c4e69cf4f0c14e85313754605f2d4,Foi em tempo recorde,Delivery,Delivery
95222,0f54fea9e89c2a9398b2bd56e3880eda,Adorei ,Positive,Positive
95257,1b62beb363bd4a8c6dcd352f0c76aa9c,Tudo certo.,Positive,Positive
95319,3162c3bb69a53261293a55eb433642bd,Recomendo ,Positive,Positive
95404,6d3b7a5333cd1a580e275711a6c70972,muito bom.,Positive,Positive
95407,0bb233cb3714538e33454b3ef1dfe535,Otimo,Positive,Positive
95464,a39e2420f8175b8a10ff50aefafc3826,Ótimo ,Positive,Positive
95592,1f7d380ca7d36182106b647fa20b501f,MUITO DECEPCIONADA ,Deffect,Deffect
95635,dc4744d42039931c560913a239cbcb73,Bom,Positive,Positive
95637,f69a39cfba2c1ff7f112adf45a44e1ae,Não recebi meu produto ,Missing Items,Missing Items
95665,1378891a85c1339e795825e578d9aafb,Excelente,Positive,Positive
95741,9ea72755ef171e35b7b68ec0c8ed822c,Otimo,Positive,Positive
95773,4980089256656d8d04f36075d0cdab6e,Tudo certo.,Positive,Positive
95774,411081f2b0242c230b653ede0aa446fe,excelente,Positive,Positive
95785,e12dcd76e07e6dcd3df00a0bcaded933,Muito bom e bonito,Positive,Positive
95791,99145edc7af0999ee3252e05ab60fe4e,MUITO BOM,Deffect,Deffect
95880,6e5fd0826bd7e43f3a32ae82b72f2f70,recomendo,Positive,Positive
95885,729ce1abec35b08908bae656df7e6230,Boa Compra !!!,Positive,Positive
95923,b4ff06d77193c820c3e313e7cb8c0209,BOM PRODUTO,Positive,Positive
95936,39fd531151e50b3921788e6f4f5998a2,muito bom,Positive,Positive
95939,15f442053a8372bd40f650ddea2cff79,Produto com defeito,Wrong Item,Wrong Item
95962,bd6ef20eacd76c3f6d79ffb6d7c1b08f,blz,Positive,Positive
95966,a41bac6fa726d9d90559cb2c85c6f251,Robson,Positive,Positive
96029,c647ed9355080c42ed0519cc6ab76d2a,Não recebi o produto,Missing Items,Missing Items
96065,73280185e8c02d5f3d0f3866661aac4f,super recomendo,Positive,Positive
96075,c6b57d369a84570ed75cf0a75d2d75e9,Satisfeita,Positive,Positive
96107,10915c6e8a820f34f735c6a739a1b0ec, ,Positive,Positive
96162,0e31ea0c57140d04cae1be5a8ad327e9,Ótimo ,Positive,Positive
96183,590036ec3cb186b264cf6338059fdcfe,não recebi a mercadoria,Missing Items,Missing Items
96193,22d1afdb23c3b833d4d223b144875a9e,"sim, recomendo, no prazo.",Positive,Positive
96245,271a53ce6479aa8c8d34fa0174c5b0e1,Super recomendo,Positive,Positive
96297,cb873457cbc17eaef69a936ba3dc1809,5,Positive,Positive
96309,e9a979a5af82bc64c5536207df2083ca,Churrasqueira ,Missing Items,Missing Items
96397,42e4b5157574c2535d40dbc45a47cbeb,Muito bom ,Positive,Positive
96409,90341feaab137794865c705a35e7438a,Sempre recomendo !!,Positive,Positive
96440,35187496e69a4ae09473f1d24cbdf83a,Muito bom recomendo,Positive,Positive
96509,8df4f94b51e671fed4eca71dc418d053,Ótimo ,Positive,Positive
96519,ab1157470efde41c39a69a0be8c76c8c,7,Positive,Positive
96604,b0de2d74e6298ac6144c983a8c91f1b1,Otimo,Positive,Positive
96613,4f475928215e77e3e2f94e9482e89563,Ótimo cheg antes do prazo,Positive,Positive
96775,1a939c54356691ebeb703eab9e47ecdb,RECOMENDO,Positive,Positive
96831,13b2872ada20991c4f52ccb141cb1705,nota 10,Positive,Positive
96862,2c690e4b93b39a59c17fd91f4806fd64,recomendo,Positive,Positive
96941,8dfae1fe2a9c3f72aea5307330890838,Muito bom,Positive,Positive
96948,33c504a45fd06cb24132a1e29c0823eb,recomendo,Positive,Positive
97043,6da32a801f4376d16c437a7ad1b0176a,Ótima ,Positive,Positive
97059,bb0a3e1c580867b3aaef664ee3d4efaa,Ótimo ,Positive,Positive
97159,aa33316085baa2193e64fa96bdeb820c,Muito bom,Positive,Positive
97175,810e12e7be191a95c07dac6bcb4af601,Chegou bem antes do prazo,Delivery,Delivery
97203,2d4a15e2a40b8753501ac47f240a5b2a,Recomendo,Positive,Positive
97215,0cfe591ed4a533f08d11c7a74bc2ffdc,Ótimo ,Positive,Positive
97216,9d3322d247f7627e0a5dcb417c5c6b51,bom,Deffect,Deffect
97335,b54d02f7f1520b3995f84b77ab0dacb3,Péssima meu produtdefeito,Deffect,Deffect
97360,c67f97dbb0f2913dbce7b4caf175b1c7,Bom,Positive,Positive
97400,c95ecec5fcf5cd3f105db6e7c189ef03,Excelente ,Positive,Positive
97430,fe6a741befc4654ca527463fbf6ce0a1,Produto muito bom! ,Positive,Positive
97483,1809796a91703b4886eae2b39dc62575,Boa,Positive,Positive
97534,c8e8493b99a7f49698a59793d29e40f2,Produto e prazo ok,Positive,Positive
97566,3ab96a31950cd59798455cd9464c91d7,Qualidade e entrega ótima,Delivery,Delivery
97625,d7cae89822b2acd68abd051e8806a045,Ótimo vendedor ,Positive,Positive
97657,10ed5f3692de00eb670337ca79bc5c23,muito bom,Positive,Positive
97662,3faf0897494926440f2faf5c69d4c469,Entrega rápida ,Delivery,Delivery
97680,8e871d9bfb8881ac9c9e6aad4f16655d,super recomendado,Positive,Positive
97722,d6f01376952b59ec3208b7638f1a281b,Recomendo,Positive,Positive
97732,4099c80cc51c499f8429942e8ca8128f,Gostei muito obrigada 👍,Positive,Positive
97733,0dc86297eca13a173eb181c0d47ceb66,Atrasou na entrega,Delivery,Delivery
97787,f50775ad039b19275d7a1ee7502ca904,Entrega super rápida,Delivery,Delivery
97838,52c3f0db68a212357251cd8a4696d9ce,entregou direito,Delivery,Delivery
97853,ed81726057567ca569ecccbcb930a0cd,Ótimo.,Positive,Positive
97989,4911997d30b8b3dbd2dae7625c16927c,Otimo,Positive,Positive
98035,a071354f77908fd027e368ce7fb2195f,Otimo,Positive,Positive
98058,077e35fc8b470440571f3ac4e0de81ca,Boa,Positive,Positive
98103,68214c2859c7fde88fead8e86a0fd4ad,Tudo certo !,Positive,Positive
98104,27ea65ee0d60d74b35b86f3905c6dbbe,pena que so pode uma cor,Deffect,Deffect
98131,4081c5a846acbce5033bd16ee572d342,Otimo,Positive,Positive
98155,6d35e9c6e7213801be5546811ff35bec,Excelência na troca! ,Positive,Positive
98166,e47fd0401fce7a7b6283da2a5a8ba563,10,Positive,Positive
98193,0c04cb8943c7508d2b101015c1424d82,super recomendado,Positive,Positive
98217,ee62318b831f3587dcba9708057599da,Òtima aquisição,Positive,Positive
98220,eafb56e0fb1883630d7060d2e2597cc1,Lindo!,Positive,Positive
98232,53eba292a2697e783c594c6d9a09f043,Excelente,Positive,Positive
98245,4c23027b28a65ccbd7564cef3c33896d,Ótimo ,Positive,Positive
98250,8e6b26686f61b9a79169ac8e4da94f07,recomendo,Positive,Positive
98272,c918583db56227a90be7f06895a06589,Ótimo produto ,Positive,Positive
98274,780fd93bbdc2db05d1eb4e789993819e,não recomendo,Wrong Item,Wrong Item
98296,983cd7401e67bce678ffa8b6856a0ae8,Ótimo,Positive,Positive
98376,b52e83ec184ac5b005c8a2cbd23ba46a,Muito bom,Positive,Positive
98394,9ea72755ef171e35b7b68ec0c8ed822c,Otimo,Positive,Positive
98415,adc7151ea82d33283e55e7d156ecb39c,Bom ,Positive,Positive
98461,3965f5dafd5edafb5419f9d1e1c9655a,Capa sofá ,Missing Items,Missing Items
98481,20f224e578093b8be6895167a7482458,Super recomendo,Positive,Positive
98509,4047187657ac98b320ca8050d10d4610,tudo certo,Positive,Positive
98525,f004d8b3a2ff22e3c030285842cf629a,*****,Positive,Positive
98528,efd1aa8e01b4ddf291264e481d5c1336,ÓTIMO,Positive,Positive
98544,8df49503e04a7c36e867c6f3ad4c7cd4,recomendo,Positive,Positive
98616,5af0b7f9d21896492e1e1c9b9b8bb282,Excelente,Positive,Positive
98688,a9325b73330661abcbe5ed4b82ad7dec,Eu recomendo ,Positive,Positive
98720,835c5352f11c8d51b9e2c26a32ec8839,Não chegou,Missing Items,Missing Items
98855,f1728343b05bf4f27c695d38735920b2,6,Positive,Positive
98941,54a16c22dda101085516214b305dba34,Recomento,Others,Others
98969,096b42b14747d0f6dbed00d66eadeb46,Super recomendado,Positive,Positive
99057,e6c44d0308114c702dd34744c306aeae,Top 10,Positive,Positive
99073,52baca75dbcbb53c69ae3e39e4632675,Médio,Company,Company
99075,c984ab0366953604cfd0d9e781422bc4,Bom,Positive,Positive
99107,3c75a8174cc580382da08fb733de4902,Ótimo!!!,Positive,Positive
99108,8b46f9e835a1644a414a9753b1d9539d,Excelente,Positive,Positive
99125,3103d2a4e5556d9c00c29e820958b5e7,Super satisfeito,Positive,Positive
99138,451849d56168ddedbe4d4ef3749af6ea,muito bom,Positive,Positive
99190,d8ab64a06366d369a9cdbed694e7ee93,super recomendo,Positive,Positive
99207,40743b46a0ee86375cedb95e82b78d75,OTIMA EMBALAGEM,Delivery,Delivery
